feedback_id,order_id,customer_id,rating,feedback_date,satisfaction_category,comments
1980,2368,833,5,2024-12-13,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1981,2369,953,1,2024-11-03,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1982,2371,1435,4,2024-11-26,Positive,Arrived earlier than promised! Driver was courteous and professional.
1983,2372,659,1,2024-11-13,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
1984,2373,648,4,2024-10-19,Positive,Seamless delivery experience and fantastic performance so far.
1985,2374,855,5,2024-12-05,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
1986,2376,359,4,2025-01-11,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1987,2377,1308,4,2024-11-08,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1988,2379,1445,5,2024-12-11,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
1989,2380,1092,4,2024-10-23,Positive,Seamless delivery experience and fantastic performance so far.
1990,2381,949,5,2024-11-08,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1991,2382,646,1,2024-12-05,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
1992,2383,1310,1,2025-01-03,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
1993,2384,320,5,2024-12-18,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1994,2386,1453,1,2025-01-11,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1995,2387,470,1,2024-12-29,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
1996,2388,1085,4,2024-12-11,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
1997,2389,886,5,2024-12-17,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
1998,2390,1312,1,2025-01-11,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
1999,2391,846,4,2025-01-01,Positive,Arrived earlier than promised! Driver was courteous and professional.
2000,2392,390,3,2024-12-07,Neutral,"Delivery arrived as scheduled, minor paperwork delay at hand-off."
2001,2394,861,3,2024-11-27,Neutral,"Delivery arrived as scheduled, minor paperwork delay at hand-off."
2002,2395,345,5,2024-12-13,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
2003,2396,1091,2,2024-11-21,Negative,Delivery took over a week past the promised date. Very stressful experience.
2004,2397,616,5,2024-10-22,Very Positive,Seamless delivery experience and fantastic performance so far.
2005,2398,1083,5,2024-12-07,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
2006,2399,1092,1,2024-12-20,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
2007,2400,922,4,2024-12-04,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
2008,2401,1467,1,2025-01-01,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
2009,2402,439,4,2024-11-17,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
2010,2403,537,5,2024-12-06,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
2011,2404,289,2,2024-12-10,Negative,Delayed transit by several days with vague tracking updates.
2012,2406,1029,4,2024-10-30,Positive,Seamless delivery experience and fantastic performance so far.
2013,2407,741,5,2024-10-18,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
2014,2408,992,5,2024-10-28,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
2015,2409,1512,1,2024-11-27,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
2016,2410,778,1,2024-12-01,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
2017,2411,1345,4,2025-01-04,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
2018,2412,1573,3,2024-11-24,Neutral,Average delivery experience. Vehicle meets expectations.
2019,2413,741,4,2024-10-16,Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
2020,2414,905,5,2024-12-12,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
2021,2415,659,4,2024-11-08,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
2022,2416,194,1,2024-12-19,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
2023,2417,50,5,2024-11-13,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
2024,2418,317,5,2024-11-07,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
2025,2419,825,4,2024-12-05,Positive,Seamless delivery experience and fantastic performance so far.
2026,2420,1252,5,2024-11-14,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
2027,2421,1442,1,2024-11-30,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
2028,2422,611,1,2024-12-25,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
2029,2424,998,2,2024-11-12,Negative,Poor carrier communication regarding rescheduled drop-off.
2030,2425,456,5,2025-01-01,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
2031,2428,328,5,2024-12-13,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
2032,2429,516,5,2024-11-08,Very Positive,Seamless delivery experience and fantastic performance so far.
2033,2430,748,2,2024-12-03,Negative,Expected faster fulfillment given the premium price point.
2034,2432,869,5,2024-10-17,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
2035,2433,1428,5,2024-10-14,Very Positive,Seamless delivery experience and fantastic performance so far.
2036,2434,1423,5,2024-12-25,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
2037,2436,737,1,2024-11-12,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
2038,2438,117,1,2024-12-31,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
2039,2439,1041,5,2024-12-06,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
2040,2440,1513,5,2024-12-13,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
2041,2442,1562,4,2024-11-14,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
2042,2444,1400,1,2024-11-27,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
2043,2445,969,1,2024-12-05,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
2044,2446,1371,2,2024-11-23,Negative,Poor carrier communication regarding rescheduled drop-off.
2045,2447,32,5,2024-10-28,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
2046,2448,711,1,2024-12-05,Very Negative,Horrible experience! Promised delivery date missed repeatedly. Will not purchase again.
2047,2449,1357,5,2024-12-14,Very Positive,Seamless delivery experience and fantastic performance so far.
2048,2450,1274,3,2024-11-13,Neutral,"Decent service overall, communication could be slightly clearer."
2049,2451,435,5,2024-12-30,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
2050,2452,714,4,2024-11-23,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
2051,2453,1462,1,2024-10-24,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
2052,2454,458,4,2024-12-22,Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
2053,2455,1511,5,2024-10-15,Very Positive,Seamless delivery experience and fantastic performance so far.
2054,2456,849,2,2024-10-23,Negative,Delivery took over a week past the promised date. Very stressful experience.
2055,2457,1004,5,2024-12-02,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
2056,2458,193,5,2024-11-22,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
2057,2459,536,5,2024-10-23,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
2058,2460,1569,5,2024-10-18,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
2059,2462,608,3,2024-12-10,Neutral,Vehicle is solid. Transit took the full promised duration.
2060,2464,467,2,2024-10-24,Negative,Delivery took over a week past the promised date. Very stressful experience.
2061,2465,1480,4,2024-11-27,Positive,Seamless delivery experience and fantastic performance so far.
2062,2466,158,5,2024-10-13,Very Positive,Seamless delivery experience and fantastic performance so far.
2063,2467,1541,1,2024-11-10,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
2064,2468,1140,1,2024-12-26,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
2065,2470,54,5,2024-11-12,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
2066,2475,1524,5,2024-10-25,Very Positive,Seamless delivery experience and fantastic performance so far.
2067,2477,1427,5,2024-12-01,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
2068,2478,564,1,2024-11-10,Very Negative,Delivery breached SLA by 10 days. Vehicle was sitting at Chicago hub for days with no movement.
2069,2480,1172,5,2024-12-24,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
2070,2481,340,3,2024-10-30,Neutral,"Delivery arrived as scheduled, minor paperwork delay at hand-off."
2071,2482,835,4,2024-11-26,Positive,Seamless delivery experience and fantastic performance so far.
2072,2486,1525,5,2024-10-11,Very Positive,Seamless delivery experience and fantastic performance so far.
2073,2487,144,4,2024-10-09,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
2074,2488,1516,1,2024-11-28,Very Negative,Unacceptable delay! Over two weeks late with zero customer support response.
2075,2490,841,3,2024-11-23,Neutral,"Decent service overall, communication could be slightly clearer."
2076,2491,991,5,2024-12-17,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
2077,2493,708,1,2024-11-11,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
2078,2494,160,5,2024-11-07,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
2079,2495,781,5,2024-12-31,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
2080,2497,630,4,2024-10-22,Positive,Arrived earlier than promised! Driver was courteous and professional.
2081,2502,525,3,2024-12-05,Neutral,"Decent service overall, communication could be slightly clearer."
2082,2503,1018,3,2024-11-24,Neutral,Vehicle is solid. Transit took the full promised duration.
2083,2504,1124,5,2024-11-14,Very Positive,"Delivery on schedule, vehicle is spotless and driving like a dream."
2084,2505,487,3,2025-01-03,Neutral,Average delivery experience. Vehicle meets expectations.
2085,2506,144,5,2025-01-06,Very Positive,Arrived earlier than promised! Driver was courteous and professional.
2086,2507,611,5,2024-11-12,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
2087,2509,965,4,2024-11-10,Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
2088,2510,457,5,2024-12-09,Very Positive,Seamless delivery experience and fantastic performance so far.
2089,2511,1297,5,2024-12-29,Very Positive,"Excellent vehicle, smooth delivery process. Highly recommend New Wheels."
2090,2512,822,5,2024-12-29,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
2091,2514,424,1,2024-11-17,Very Negative,Terrible logistics breakdown. Had to rent a car due to unannounced delivery delays.
2092,2515,1023,2,2024-11-30,Negative,Delayed transit by several days with vague tracking updates.
2093,2516,760,5,2024-11-23,Very Positive,Vehicle delivered in showroom condition. Very impressed with the quick turnaround!
2094,2517,1222,4,2024-11-25,Positive,Arrived earlier than promised! Driver was courteous and professional.
2095,2519,1425,5,2024-12-21,Very Positive,Seamless delivery experience and fantastic performance so far.
